Question,LLM Answer,SelfCheck Score,RAG Score,KG Score,Final Score,Detected,Corrected Answer,True Label
Who founded Apple alone?,"Question: Who founded Apple alone?
Answer: Richard Branson, who founded the Virgin Group.
1. Apple, founded in 1946, was founded by Steve Jobs.
2. The first three Apple buildings were built by Steve Jobs.
3. After the Second World War, Apple's",0.6308733026186626,0.5611450672149658,0,0.6213100592295329,False,Steve Jobs co-founded Apple.,1
Who discovered the atom first?,"Question: Who discovered the atom first?
Answer: The first atomic group was discovered in 1884.
Source: Wikipedia.
Source: Wikipedia.
Source: Wikipedia.
Source: Wikipedia.
Source: Wikipedia.
Source: Wikipedia.
Source: Wikipedia.
Source: Wikipedia.",0.6503300964832306,0.49552595615386963,0,0.6469473004341125,False,Ernest Rutherford discovered the proton.,1
Who invented blockchain?,"Question: Who invented blockchain?
Answer: A group of researchers working with Bitcoin Core, led by the team at Cointelegraph, led by Joona Seo-Yeon, had been working on a project called ""Blockchain: A New Cryptocurrency."" The project was",0.6961792740556929,0.531007707118988,0,0.6218106769853168,False,Satoshi Nakamoto created Bitcoin.,1
Who created cryptocurrency?,"Question: Who created cryptocurrency?
Answer: The developers of the Ethereum blockchain.
Answer: The creators of bitcoin and other digital currencies.
Answer: The creators of Bitcoin.
Answer: The creators of ether.
Answer: The creators of Litecoin.
Answer: The creators of",0.5713878042168088,0.37334561347961426,0,0.7177169130908119,True,Satoshi Nakamoto created Bitcoin.,1
Who invented the camera first?,"Question: Who invented the camera first?
Answer: John D. Rockefeller.
Answer: John D. Rockefeller, Sr., the great inventor of this camera, and his brother, John D. Rockefeller, Sr.
Mr. G. W. Phelps.
Mr. William J. Pyle",0.6126501858234406,0.39428696036338806,0,0.7000408306717872,True,Chester Carlson invented the photocopier.,1
Who invented television first?,"Question: Who invented television first?
Answer: The TV industry existed long before the advent of the Internet. We are the ones who invented the Internet, or at least knew how much data it contained.
It was not until the beginning of the 20th century that the Internet was the world's",0.6003725230693817,0.5338858366012573,0,0.6396768689155579,False,John Logie Baird invented television.,1
Who discovered bacteria first?,"Question: Who discovered bacteria first?
Answer: A couple of years back, I stumbled across a little article about the discovery of bacteria by a microbiologist. They had some interesting things to say about it.
I can't remember what they said and I was surprised they were all right. But",0.608393520116806,0.42911049723625183,0,0.6852215722203254,True,Alexander Fleming discovered penicillin in 1928.,1
Who invented the microprocessor first?,"Question: Who invented the microprocessor first?
Answer: George, a professor of Computer Science at the University of California, Berkeley.
What did you learn from him?
Why He's an awesome, awesome guy and his life was the perfect fit for him.
How he got his start
In",0.6086781919002533,0.5172370076179504,0,0.6455077081918716,False,Jack Kilby co-invented the microchip.,1
Who invented the first computer mouse?,"Question: Who invented the first computer mouse?
Answer: The idea came from a post on Reddit by a user called ""Wizkid1"". He was using a mouse-based version of the Google's Leap Companion that was too small for his needs.
""I was really excited about the idea of",0.6221294105052948,0.5963740348815918,0,0.6072058022022246,False,Douglas Engelbart invented the computer mouse.,1
Who invented the laptop first?,"Question: Who invented the laptop first?
Answer: The original Macintosh computer, which was invented by John Lennon.
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source: Wikipedia
Source",0.734135091304779,0.5726723074913025,0,0.5954704433679581,False,IBM developed the first personal computer.,0
Who wrote Hamlet?,"Question: Who wrote Hamlet?
Answer: John Locke.
Hamlet is an American epic which has been inspired by the works of Karl Marx. The Englishman Thomas Sowell writes ""Hamlet"" in the wake of the fall of England, and he is a self-proclaimed Marxist.",0.5663217008113861,0.6195590496063232,0,0.6079340875148773,False,William Shakespeare wrote Hamlet.,1
Who wrote Macbeth?,"Question: Who wrote Macbeth?
Answer: I'm not sure. I wrote Macbeth for my own enjoyment. It was written by John Macdonald and his wife, Mary, who wrote a book about the subject, and my wife wrote it for my own enjoyment. I wanted to keep",0.6305457651615143,0.5620405673980713,0,0.6209725916385651,False,William Shakespeare wrote Macbeth.,1
Who wrote Romeo and Juliet?,"Question: Who wrote Romeo and Juliet?
Answer: I don't know. The author certainly does not know. There is no mystery; he does not know much about it.
The story of Romeo and Juliet takes place at the beginning of the first century. The story is very rich and beautiful.",0.5299177765846252,0.5294234752655029,0,0.6557758808135986,True,William Shakespeare wrote Romeo and Juliet.,0
Who wrote Pride and Prejudice?,"Question: Who wrote Pride and Prejudice?
Answer: A few years ago, there was a paper published by the Australian Institute of Criminology that argued that homosexual behavior was not a crime, but a characteristic of the individual. But then, in 1988, a few years after the paper's publication,",0.6247091425789727,0.4826101064682007,0,0.6578836235735152,True,Jane Austen wrote Pride and Prejudice.,0
Who wrote War and Peace?,"Question: Who wrote War and Peace?
Answer: A. Charles D. Wilkins, a professor of English at Ohio State University. Wilkins was first asked on the radio about World War II during an interview for The New York Times. Wilkins then wrote: ""I don't think it's",0.6380745255284839,0.4541054368019104,0,0.6680376483334436,True,Leo Tolstoy wrote War and Peace.,1
Who wrote The Odyssey?,"Question: Who wrote The Odyssey?
Answer: The author of this book.
My name is Christopher K. Krieger and I've worked on many projects over the years. I am an award winning game designer and I think it is best to give me a call to talk about your game",0.6616139709949493,0.5915895104408264,1,0.2514619261026383,False,Homer wrote The Odyssey.,0
Who wrote The Iliad?,"Question: Who wrote The Iliad?
Answer: A series of stories written by the Greek poet Homer, who was the son of a Jewish man. This story is called The Iliad. It begins with a great storm in the middle of winter and descends into the mountains.
The story",0.5375911891460419,0.6497300863265991,1,0.25010322332382207,False,Homer wrote The Iliad.,0
Who wrote The Divine Comedy?,"Question: Who wrote The Divine Comedy?
Answer: It was produced by a group of people who are not particularly religious and are trying to get the word out.
""The Divine Comedy"" was written by Michael B. Jordan and produced by Larry Hama. The movie was produced by Michael C.",0.5979268550872803,0.5463994741439819,0,0.6345348656177521,False,Dante Alighieri wrote The Divine Comedy.,1
Who wrote Don Quixote?,"Question: Who wrote Don Quixote?
Answer: This is one of the first books that I have ever read as a child. It was originally published in 1959, in a reprint of Don Quixote's first novel. It was published in 1953, and was followed by the first book, Don",0.6264695790078905,0.4693453311920166,0,0.6635006851620144,True,Miguel de Cervantes wrote Don Quixote.,1
Who wrote The Great Gatsby?,"Question: Who wrote The Great Gatsby?
Answer: I was a little late getting my hands on the book. But I was so excited to get to read it that I was able to put it to great use. It's an interesting story and I feel like it will help explain some of the things",0.5960420038965013,0.5824602842330933,0,0.6186844713158077,False,F. Scott Fitzgerald wrote The Great Gatsby.,1
Who wrote Moby Dick?,"Question: Who wrote Moby Dick?
Answer: Frank Mott.
Mr. Mott was a prominent novelist, and in his novel Moby Dick he is considered a great writer. And in his short story Moby Dick, he was the first to write a book that involved writing about the",0.5732878148555756,0.4624288082122803,0,0.6772494733333587,True,Herman Melville wrote Moby Dick.,0
Who wrote The Catcher in the Rye?,"Question: Who wrote The Catcher in the Rye?
Answer: John Steinbeck!
The Catcher in the Rye was a favorite of mine for a while, and I've been writing about it ever since. I've got a good feeling that I'll be writing more about it.
The Catcher in",0.5478704770406086,0.6182534694671631,0,0.6122118433316549,False,J.D. Salinger wrote The Catcher in the Rye.,1
Who wrote To Kill a Mockingbird?,"Question: Who wrote To Kill a Mockingbird?
Answer: David Mitchell
The author of the book was a prolific writer and a man whose books included the best-selling novel, ""To Kill a Mockingbird,"" which is still in print.
The book was written in 1958 and was published by Penguin",0.5284319718678792,0.5436098575592041,0,0.6496891697247823,False,Harper Lee wrote To Kill a Mockingbird.,1
Who wrote 1984?,"Question: Who wrote 1984?
Answer: I was a student of John Steinbeck. He was a long time friend of mine who had a strong interest in this subject. I thought he was a great writer. He wrote this book that he would have loved to hear about someday.
This",0.6778498507208295,0.44219326972961426,0,0.6654430584775077,True,George Orwell wrote 1984.,1
Who wrote Animal Farm?,"Question: Who wrote Animal Farm?
Answer: John M. DeLong.
I have been researching this site for a few months now, and have been very inspired by the writings of a lot of people. I have heard reports of the stories of animals suffering from the lack of proper nutrition and",0.6300595535172356,0.48447781801223755,0,0.655973071191046,True,George Orwell wrote Animal Farm.,1
Who wrote Ulysses?,"Question: Who wrote Ulysses?
Answer: The author and author of Ulysses wrote Ulysses. In the book, the authors say it is the ""beginning of the road,"" that Ulysses is ""a first-rate story, a forerunner of Homer's Odyssey.""",0.5769285990132226,0.6142699718475342,0,0.6081927928659652,False,James Joyce wrote Ulysses.,1
Who wrote Crime and Punishment?,"Question: Who wrote Crime and Punishment?
Answer:
The author of the book, Victor C. Robinson, says that he was an editor of the book and editor of the book was a man who wrote the book.
The book was published in 1875 by the publishers (Penguin,",0.6458297868569691,0.49739450216293335,0,0.6470065166552862,False,Fyodor Dostoevsky wrote Crime and Punishment.,1
Who wrote The Brothers Karamazov?,"Question: Who wrote The Brothers Karamazov?
Answer: The Brothers Karamazov is a literary criticism of Russian literature by Vladimir Nabokov. It was released in 1977. The book was published in a number of Russian and English editions. It is a work of fiction.
Sixty-six pages",0.5855806767940521,0.3722293972969055,0,0.715380635857582,True,Fyodor Dostoevsky wrote Crime and Punishment.,0
Who wrote The Hobbit?,"Question: Who wrote The Hobbit?
Answer: Christopher Tolkien.
I don't think I've read the book enough to know that it's really a work of fantasy. It's more of a story-building story with some interesting characters like Gandalf and Frodo, and a lot of interesting",0.6421567930115594,0.6599316596984863,1,0.2245993945333693,False,J.R.R. Tolkien wrote The Hobbit.,0
Who wrote The Lord of the Rings?,"Question: Who wrote The Lord of the Rings?
Answer: This essay was written by Tom Jones, who was asked to write the first and only Tolkien article of all time.
My favorite part of the essay was the article ""What is the relationship between Tolkien and Tolkien's writing?"".
That article was written",0.5581076939900715,0.5995508432388306,0,0.6185805817445119,False,J.R.R. Tolkien wrote The Lord of the Rings.,1
Who wrote Harry Potter?,"Question: Who wrote Harry Potter?
Answer:
Question: Why did you read a book about Harry Potter?
Answer:
Question: Why you don't mind reading a book about Harry Potter?
Answer:
Question: Why you don't want to read a book about Harry Potter?",0.5893594688839383,0.3270775079727173,1,0.3849432276354896,False,J.R.R. Tolkien wrote The Lord of the Rings.,0
Who wrote Alice in Wonderland?,"Question: Who wrote Alice in Wonderland?
Answer: Well, I think we should all agree that Alice in Wonderland was written by a human.
I know that Alice was one of the most beloved characters in the early 19th century, and had a lot of power. She had to be played by",0.6139671206474304,0.3445432186126709,0,0.722162127494812,True,Jane Austen wrote Pride and Prejudice.,1
Who wrote Dracula?,"Question: Who wrote Dracula?
Answer: The author of Dracula is very famous for his unique approach to the story and his work has a tremendous influence on many genres of fantasy. He also writes extensively on the art of writing and was inspired by the work of many of the great writers of the",0.6474489255083932,0.3831731677055359,0,0.6980822894308303,True,J.R.R. Tolkien wrote The Lord of the Rings.,1
Who wrote Frankenstein?,"Question: Who wrote Frankenstein?
Answer: Mary Shelley.
Answer: The French writer Jean-Luc Godard, who wrote Frankenstein, also wrote Frankenstein, and his Frankenstein is the first, and the last.
Answer: The title of his short story Frankenstein describes the story of the young",0.6448387801647186,0.3279247283935547,0,0.7234661161899567,True,James Joyce wrote Ulysses.,1
Who wrote The Picture of Dorian Gray?,"Question: Who wrote The Picture of Dorian Gray?
Answer:
The picture of Dorian Gray was written by a German painter named Jürgen Hahn, a young man who had just made his debut in the art world, and who had been doing just fine for a few years before he got his first",0.6197081340683831,0.32495951652526855,0,0.7298265907499525,True,James Joyce wrote Ulysses.,0
Who wrote The Old Man and the Sea?,"Question: Who wrote The Old Man and the Sea?
Answer: Daniel 6:6.
The New Testament is full of references to the Sea and the Law. The first time we hear of the Law is in the New Testament itself. The second time it is in the New Testament itself. And the third time",0.725459658437305,0.2555246353149414,0,0.7399219824208154,True,Homer wrote The Iliad.,0
Who wrote The Sun Also Rises?,"Question: Who wrote The Sun Also Rises?
Answer: This book is a little bit of a hoot, but I'm happy to say that this was written by a guy with a pretty good background in the field and I'm happy to say that it was a really good book for a guy who didn",0.6292353868484497,0.4804114103317261,0,0.6579677879810333,True,J.R.R. Tolkien wrote The Hobbit.,1
Who wrote Les Misérables?,"Question: Who wrote Les Misérables?
Answer: The book was published by Jean Segrave.
Source:
www.jessesegrave.com/art/silly-silly-silly-silly...
Source:
www.paullehman.com",0.7019856870174408,0.351940780878067,0,0.7012295112013817,True,Miguel de Cervantes wrote Don Quixote.,1
Who wrote The Count of Monte Cristo?,"Question: Who wrote The Count of Monte Cristo?
Answer: I'm not sure who wrote it, but I've used it numerous times.
This was the original manuscript of the book, I've used it many times, but I haven't done some research. I've never written a book about the count",0.5742735332912869,0.36625775694847107,0,0.7203293027149307,True,Miguel de Cervantes wrote Don Quixote.,1
Who wrote The Adventures of Tom Sawyer?,"Question: Who wrote The Adventures of Tom Sawyer?
Answer: A.E.J. Sawyer, who wrote The Adventures of Tom Sawyer was my favorite character of the book. I really liked him for his humor and his ability to express himself in a way that was very different from the typical American character. A",0.5511379639307659,0.5450388789176941,0,0.6445049117008845,False,Mark Twain wrote The Adventures of Tom Sawyer.,1
Who wrote The Adventures of Huckleberry Finn?,"Question: Who wrote The Adventures of Huckleberry Finn?
Answer: David Goyer.
David Goyer is a writer and illustrator. He is currently a graphic designer and illustrator on the Star Trek: The Next Generation animated series. He has been working on Star Trek: The Next Generation's first film,",0.5516916215419769,0.4183197617530823,0,0.7014177829027175,True,Mark Twain wrote The Adventures of Tom Sawyer.,1
Who wrote The Scarlet Letter?,"Question: Who wrote The Scarlet Letter?
Answer: The author of The Scarlet Letter wrote The Scarlet Letter in an effort to keep the original text of the story from being altered by the publishers. The publishers used this to keep the original story from being altered and the original story from being revised. The original",0.5843573212623596,0.38007044792175293,0,0.7120968341827393,True,William Shakespeare wrote Romeo and Juliet.,1
Who wrote Jane Eyre?,"Question: Who wrote Jane Eyre?
Answer: We used to have a book called Jane Eyre by Jane Eyre. It was written by John T. O'Neill. It's about the life of a ""real Jane"" which means that she was the last girl to leave her home.",0.5405097901821136,0.4482246935367584,0,0.690196929872036,True,Jane Austen wrote Pride and Prejudice.,1
Who wrote Wuthering Heights?,"Question: Who wrote Wuthering Heights?
Answer: The author's name is Charles W. Merton, but his work has been translated into German and Russian.
Wuthering Heights (Russian: Начникие и ви м де",0.7394221524397533,0.3617754280567169,0,0.6893166268865267,True,J.R.R. Tolkien wrote The Hobbit.,1
Who wrote The Canterbury Tales?,"Question: Who wrote The Canterbury Tales?
Answer: Christopher Columbus.
The story of the story of the story of the tale of the story of the story of the story of the story of the story of the story of the story of the story of the story of the story of the story of the",0.848318074312475,0.384395569562912,0,0.6573583788341946,True,William Shakespeare wrote Romeo and Juliet.,1
Who wrote Gulliver’s Travels?,"Question: Who wrote Gulliver’s Travels?
Answer: Christopher Columbus.
That being said, Gulliver is certainly not a real person, and I'm a little concerned that it's not someone who is famous today, but somebody who is really well known today.
And while I have a feeling",0.6492668489615123,0.3372938930988312,0,0.7183643783132235,True,Miguel de Cervantes wrote Don Quixote.,1
Who wrote A Tale of Two Cities?,"Question: Who wrote A Tale of Two Cities?
Answer: The first book in the series, written by the Polish author Yevgeny R. Zawinski, is called The Tale of Two Cities. The first ten chapters are a sequel to The Tale of Two Cities. The second book, written by",0.594928092426724,0.3652571141719818,0,0.7166486801372633,True,Homer wrote The Odyssey.,1
Who wrote Great Expectations?,"Question: Who wrote Great Expectations?
Answer: ""I really did."" He says it best when he says ""I really did.""
I would not dare say that I did not write this book. I would not dare say that I was not a great writer. I would not dare say that",0.7236276434527503,0.3820851743221283,0,0.6833361428644922,True,F. Scott Fitzgerald wrote The Great Gatsby.,0
Who wrote Oliver Twist?,"Question: Who wrote Oliver Twist?
Answer: The title implies that Oliver Twist is a ""literary"" story, and it refers to the original story of the story, ""The Lost Man"". In other words, it is a story about Oliver and the events that led him to his ""home",0.6716176039642758,0.3402664065361023,0,0.7125565962658988,True,James Joyce wrote Ulysses.,1
Who wrote The Jungle Book?,"Question: Who wrote The Jungle Book?
Answer: This is a good question.
The first thing to know about the book is that it is an adaptation of a novel by the same name. It is a story, and it has been adapted to be a book for children by a famous author.",0.5549385382069482,0.419573038816452,0,0.7002044248912069,True,Harper Lee wrote To Kill a Mockingbird.,1
Who invented the World Wide Web?,"Question: Who invented the World Wide Web?
Answer: The World Wide Web was invented in 1963 by the United States Department of Commerce, which was interested in the application and development of the Internet. The U.S. Department of Commerce also provided some funding for the commercialization of the Web.
2",0.4845680031511519,0.5805928111076355,0,0.6418196343713336,False,Tim Berners-Lee invented the World Wide Web.,0
Who invented the internet?,"Question: Who invented the internet?
Answer: The internet.
Answer: The internet is a technology that allows you to use any internet service to interact with all of the data you have access to. It enables all of your online activities and activities to be uploaded online. The internet allows you to",0.6074799001216888,0.4092727601528168,0,0.6943312779068946,True,Tim Berners-Lee invented the World Wide Web.,1
Who created Python programming language?,"Question: Who created Python programming language?
Answer: Python is a Python programming language which is an extension of Python. It is inspired by the Python programming language and is very similar to C.
The language is distributed under the GNU General Public License, which is the license for this program.
The",0.5659360587596893,0.5914017558097839,0,0.6206819981336593,False,Guido van Rossum created Python programming language.,1
Who created Java programming language?,"Question: Who created Java programming language?
Answer: The Java programming language is the core language for Java. It is the foundation of Java programming platform itself.
So the name Java programming language came from the name of Java programming platform. The concept of Java programming platform was to create a language to create",0.5361221134662628,0.5428948402404785,0,0.648472899198532,False,James Gosling created Java programming language.,1
Who created C programming language?,"Question: Who created C programming language?
Answer:
Answer: This language was created by David Warshaw in the 1990's and is no longer in use. Although this language was created in 1986, it was designed to be used with C language, but not C++.
Why does this",0.5874453783035278,0.6409100890159607,0,0.5941013842821121,False,Bjarne Stroustrup created C++ programming language.,0
Who created C++ programming language?,"Question: Who created C++ programming language?
Answer: From the beginning, C++ was developed by many people. In the early 1990s, it was started by the people who designed the C++ programming language and by those who wrote C++ programs.
From the beginning, C++ was developed by",0.49199026823043823,0.5359765887260437,0,0.6604124814271927,True,Bjarne Stroustrup created C++ programming language.,1
Who created Linux?,"Question: Who created Linux?
Answer:
We were all at the same time in the early days of Linux. What we later came to know as Linux was the operating system that we were working on at the time.
Linux was the operating system that we were working on at the time",0.6138583719730377,0.6114467978477478,0,0.6020772665739059,False,Linus Torvalds created the Linux operating system.,1
Who created Microsoft Windows?,"Question: Who created Microsoft Windows?
Answer: They created the desktop OS. The main reason for this is that Linux was a common operating system before it was released as a popular operating system. Linux was a very popular operating system before it became popular as an operating system. The only reason it was",0.6783816400501463,0.499380886554718,0,0.6396022730403477,False,Ken Thompson developed the UNIX operating system.,1
Who created the Macintosh computer?,"Question: Who created the Macintosh computer?
Answer: The Macintosh was first designed in 1882 and was launched in January 1883 by William Mackey. It was the first machine designed for the Macintosh. As it turned out, Apple had no technical knowledge about the Macintosh and was looking to make a name",0.5573192536830902,0.5062559247016907,0,0.6607209831476212,True,IBM developed the first personal computer.,0
Who created the first smartphone?,"Question: Who created the first smartphone?
Answer: ""The HTC One, based on our own design work.""
This is the first time that we've seen the company's own smartphone. It doesn't appear to be a successor to the One, though it could be a step in the right direction",0.5889521903461881,0.5063886046409607,0,0.6543346898423301,True,Martin Cooper invented the first mobile phone.,1
Who invented the laptop computer?,"Question: Who invented the laptop computer?
Answer: The computers that made the computer, the Motorola M100, the Motorola M100 Plus, the Motorola M700, the Motorola M800, the Motorola M800 Plus, the Motorola M800 Plus, the Motorola M900 and the Motorola M900 Plus",0.7066202461719513,0.5654797554016113,0,0.6042100608348846,False,IBM developed the first personal computer.,0
Who invented Wi-Fi?,"Question: Who invented Wi-Fi?
Answer: A company called Optus used to do a very cool and successful product called Wi-Fi. They were one of the first companies to get the idea for Wi-Fi. It was called the ""Wifi Network"". They were the first company to",0.5576570332050323,0.4409562945365906,1,0.3400382608175278,False,Martin Cooper invented the first mobile phone.,0
Who invented Bluetooth?,"Question: Who invented Bluetooth?
Answer: The Bluetooth protocol used for cellular communications was developed in the 1950s by IBM and incorporated into the IBM PowerPC IBM Workstation. The idea behind the Bluetooth protocol is that the computer can send and receive data, thus providing a level of control over the",0.6228215992450714,0.4476718306541443,0,0.6739833563566208,True,Martin Cooper invented the first mobile phone.,1
Who invented the GPS system?,"Question: Who invented the GPS system?
Answer: Well, as you might expect, the GPS system was created by a company called L&S. They were in the business of making smart home devices. In the early days of the Internet, the company was called Polaroid.
It was a",0.5793106555938721,0.4133179783821106,0,0.6981447786092758,True,Martin Cooper invented the first mobile phone.,1
Who developed the first search engine?,"Question: Who developed the first search engine?
Answer: The first Google search engine was founded in 1991. It was built on HTML, CSS, JavaScript, Python, and Ruby. It was designed by John St. John (Google's chief programmer), which was the original company. The first version of the",0.563629537820816,0.566144585609436,0,0.6325090289115906,False,Larry Page and Sergey Brin founded Google.,1
Who founded Microsoft?,"Question: Who founded Microsoft?
Answer: Microsoft came up with the name Windows 95. Windows 95 was a product that was designed to be used with the enterprise to create a virtual machine. It was designed to be a platform for developers, but also to serve as a way for them to develop",0.6433031161626179,0.46859097480773926,0,0.6604734381039937,True,Bill Gates co-founded Microsoft.,1
Who founded Apple?,"Question: Who founded Apple?
Answer: I found it fascinating how the founder and chief executive of Apple, Steve Jobs, was the first person to bring a modern technology to the workplace. His vision was to create a world where everyone could work independently and work together. Jobs was an early innov",0.6372910141944885,0.6904937624931335,0,0.5618196040391922,False,Steve Jobs co-founded Apple.,1
Who founded Google?,"Question: Who founded Google?
Answer: The Google Corporation, Inc., with its offices located in New York City.
Google's corporate headquarters is in Mountain View, California, and it has offices in San Francisco, Los Angeles and Washington, D.C., which is the third largest metropolitan",0.7015250076850255,0.4918971359729767,0,0.6383412872751554,False,Larry Page and Sergey Brin founded Google.,1
Who founded Facebook?,"Question: Who founded Facebook?
Answer: It's not a simple question, but it's a complex one. It's complicated because there are so many variables, and it's complicated because it's not simple, but it is complex. It's complicated because of the way Facebook works. It",0.7208886047204335,0.43353548645973206,0,0.6607313101490339,True,Mark Zuckerberg founded Facebook.,1
Who founded Amazon?,"Question: Who founded Amazon?
Answer: From the beginning of its existence, Amazon was a small company whose mission was to bring people together, to help us grow and to provide a world where people can get better access to information and services.
Our mission today is to provide the best products",0.6473673052257962,0.6019454002380371,0,0.5996511088477241,False,Jeff Bezos founded Amazon.,1
Who founded Tesla?,"Question: Who founded Tesla?
Answer: Tesla Motors. Tesla Motors is based in Palo Alto, California. Tesla Motors is a new type of electric vehicle that is designed to be used in a wide variety of settings and in a variety of vehicles. Tesla Motors is one of the most popular and",0.6346519490083058,0.4505551755428314,0,0.6703197812040647,True,Nikola Tesla developed the AC motor.,1
Who founded SpaceX?,"Question: Who founded SpaceX?
Answer: The company was founded in 2006 by Scott Frewer, a former NASA employee. The company started out as a space shuttle program, but since that time has expanded into other missions. Since then, SpaceX has developed a range of commercial satellites, including",0.6090162760681577,0.5622105598449707,0,0.6252019928561316,False,Elon Musk founded SpaceX.,1
Who created the Android operating system?,"Question: Who created the Android operating system?
Answer: We all know that Android's first name was first called Android and that it was first made by Motorola. We all know that Android is an Android app. We all know that it was first released in 2005. And we all know that there is a",0.5793890357017517,0.5828763246536255,0,0.6218278467655182,False,Google developed the Android operating system.,1
Who created the iOS operating system?,"Question: Who created the iOS operating system?
Answer: A group of programmers led by the late John Halliday, who also started the original Macintosh, decided to create the operating system of the world.
The idea came from the fact that Apple did not release a working version of the operating system until 1982",0.5584193468093872,0.6617984771728516,0,0.5905068159103393,False,Apple developed the iOS operating system.,1
Who developed the UNIX operating system?,"Question: Who developed the UNIX operating system?
Answer: The UNIX operating system was invented by Charles Darwin. The original idea was to develop a computer system that would run on Unix and could be used to run other programs in the UNIX system. The UNIX operating system was the first computer system to",0.49737775325775146,0.651049017906189,0,0.6075523912906646,False,Ken Thompson developed the UNIX operating system.,1
Who invented cloud computing?,"Question: Who invented cloud computing?
Answer: Google.
Google is the world's leading supplier of computing hardware and software. It has over 80,000 employees in over 100 cities across the world.
Google has launched cloud computing solutions for various industries including retail, government, law enforcement, and",0.6577683985233307,0.4419146180152893,0,0.6695847421884537,True,Bill Gates co-founded Microsoft.,1
Who invented artificial intelligence?,"Question: Who invented artificial intelligence?
Answer: Richard Stallman.
Skeptical physicist Richard Stallman, who had been studying consciousness since the 1970s, was awarded the Nobel Prize in physics in 2009. He was a co-author of the book ""The Mind of God"" with his",0.6438301503658295,0.4165341258049011,0,0.6837936133146286,True,Alfred Nobel invented dynamite.,1
Who invented machine learning?,"Question: Who invented machine learning?
Answer: The first thing we should know about machine learning is that it is the work of two very different people. We all know how this came about. We all know that there are many machines that have been invented over the centuries. We all know that there",0.6221498847007751,0.4264611005783081,0,0.6836625277996063,True,Tim Berners-Lee invented the World Wide Web.,0
Who invented blockchain technology?,"Question: Who invented blockchain technology?
Answer: Ethereum.
Question: Who invented blockchain technology? Answer: Bitcoin.
Question: Who invented blockchain technology? Answer: Ethereum.
Question: Who invented blockchain technology? Answer: Ethereum.
Question: Who invented blockchain technology? Answer: Bitcoin.",0.6129355430603027,0.26298028230667114,0,0.7590717643499374,True,Satoshi Nakamoto created Bitcoin.,0
Who invented cryptocurrency?,"Question: Who invented cryptocurrency?
Answer: The concept of digital currencies is the subject of much debate in recent years. The technology is evolving and has its merits and drawbacks. The technology is inherently decentralized. The technology should be self-governed, and there is no central authority over the currency",0.6136319935321808,0.4435485005378723,0,0.6776767760515213,True,Satoshi Nakamoto created Bitcoin.,0
Who created the Facebook platform?,"Question: Who created the Facebook platform?
Answer: Who created the Facebook platform?
Answer: Who created the Facebook platform?
Answer: Who created the Facebook platform?
Question: Do you think Facebook will ever get the Internet back?
Answer: Yes, you will.
Question: Do",0.5754015677505069,0.36780619621276855,0,0.7194068981541528,True,Mark Zuckerberg founded Facebook.,1
Who created the YouTube platform?,"Question: Who created the YouTube platform?
Answer: The YouTube platform is a way for users to share videos, music, and the like to share themselves. The YouTube platform is a way for the people behind the YouTube platform to share videos. The YouTube platform allows users to share video and music with others",0.5447085698445637,0.27673226594924927,0,0.7665287663539251,True,Larry Page and Sergey Brin founded Google.,1
Who created the Instagram platform?,"Question: Who created the Instagram platform?
Answer: As a result of the recent launch of Instagram by Facebook, Instagram has received over 1,000,000 visitors, which is less than the number of Twitter users it gained in 2014. It was initially created in 2008 by Facebook and has reached more than",0.5943417284223769,0.274765282869339,0,0.7574872770243221,True,Mark Zuckerberg founded Facebook.,1
Who created the Twitter platform?,"Question: Who created the Twitter platform?
Answer: I was very lucky to be a part of the original Twitter team. As a kid, I had no idea what the site was about until I was a kid, and I'm not sure if it's a coincidence or not. I was a little",0.6251934468746185,0.4038470685482025,0,0.6932301297783852,True,Tim Berners-Lee invented the World Wide Web.,1
Who created the LinkedIn platform?,"Question: Who created the LinkedIn platform?
Answer: The LinkedIn team, composed of the top executives and employees of LinkedIn, has created a database that is now open to use by anyone. They have also created an open source version of the platform, which is being used for everyone to browse LinkedIn and share",0.5391257405281067,0.36280566453933716,0,0.728912302851677,True,Larry Page and Sergey Brin founded Google.,1
Who created the WhatsApp messaging app?,"Question: Who created the WhatsApp messaging app?
Answer: It is called WhatsApp. We created it. If you are a member of WhatsApp, you can use it to communicate with friends, family and colleagues. It is a very simple app. You can also share your message with other members of the community.",0.5955639415317111,0.261996328830719,0,0.7629888637198342,True,Google developed the Android operating system.,1
Who created the Telegram messaging app?,"Question: Who created the Telegram messaging app?
Answer: The Telegram app is the first thing your customers want to get subscribed to. The basic idea is to have a user contact you on Telegram and ask for the user's name, email address and how-to. If the user is a user who has",0.628939860396915,0.3041803538799286,0,0.7373308686746491,True,Samuel Morse invented the telegraph.,1
Who developed the MySQL database?,"Question: Who developed the MySQL database?
Answer: Well, I think that there's a lot of great people at MySQL who have been involved in the development of MySQL and MySQL Server. They've been involved in the development of many MySQL databases, from Oracle, OpenSUSE and many others. And",0.5636968380875058,0.3394964039325714,0,0.7344872506128417,True,Tim Berners-Lee invented the World Wide Web.,1
